State         Time      Voltage         mAh_exp         csa_NJc    Cycle_Number         fail_id     Theta_Alpha Theta_Beta_edge         csb_NJc      Theta_Beta
  CDR        hours        Volts             mAh         mol/cm3               ,               .               ,               ,            conc
   D       0.27509      2.48199     2.27796E+00     9.72176E-01     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.27171E-05
   D       0.27788      2.47778     2.30105E+00     9.83759E-01     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.46886E-05
   D       0.28067      2.47355     2.32415E+00     9.95640E-01     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     7.25053E-05
   D       0.28346      2.46927     2.34725E+00     1.00781E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.30121E-04
   D       0.28625      2.46496     2.37034E+00     1.02023E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.11431E-04
   D       0.28903      2.46060     2.39344E+00     1.03287E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.20272E-04
   D       0.29182      2.45619     2.41653E+00     1.04567E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     4.60423E-04
   D       0.29461      2.45173     2.43963E+00     1.05858E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     6.35597E-04
   D       0.29740      2.44721     2.46272E+00     1.07152E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     8.49455E-04
   D       0.30019      2.44265     2.48582E+00     1.08445E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.10559E-03
   D       0.30298      2.43802     2.50891E+00     1.09729E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.40753E-03
   D       0.30577      2.43334     2.53201E+00     1.11002E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.75870E-03
   D       0.30856      2.42860     2.55511E+00     1.12261E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.16247E-03
   D       0.31135      2.42381     2.57820E+00     1.13503E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.62214E-03
   D       0.31414      2.41896     2.60130E+00     1.14728E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.14091E-03
   D       0.31692      2.41405     2.62439E+00     1.15937E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.72193E-03
   D       0.31971      2.40910     2.64749E+00     1.17129E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     4.36823E-03
   D       0.32250      2.40408     2.67058E+00     1.18306E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     5.08279E-03
   D       0.32529      2.39902     2.69368E+00     1.19471E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     5.86850E-03
   D       0.32808      2.39390     2.71678E+00     1.20624E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     6.72816E-03
   D       0.33087      2.38873     2.73987E+00     1.21768E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     7.66451E-03
   D       0.33366      2.38351     2.76297E+00     1.22904E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     8.68019E-03
   D       0.33645      2.37824     2.78606E+00     1.24035E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     9.77776E-03
   D       0.33924      2.37292     2.80916E+00     1.25163E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.09597E-02
   D       0.34203      2.36755     2.83225E+00     1.26289E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.22285E-02
   D       0.34482      2.36214     2.85535E+00     1.27416E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.35865E-02
   D       0.34760      2.35668     2.87845E+00     1.28545E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.50360E-02
   D       0.35039      2.35117     2.90154E+00     1.29677E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.65791E-02
   D       0.35318      2.34562     2.92464E+00     1.30815E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.82183E-02
   D       0.35597      2.34001     2.94773E+00     1.31960E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     1.99556E-02
   D       0.35876      2.33436     2.97083E+00     1.33113E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.17933E-02
   D       0.36155      2.32865     2.99392E+00     1.34276E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.37337E-02
   D       0.36434      2.32289     3.01702E+00     1.35449E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.57791E-02
   D       0.36713      2.31707     3.04012E+00     1.36632E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     2.79322E-02
   D       0.36992      2.31118     3.06321E+00     1.37828E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.01960E-02
   D       0.37271      2.30523     3.08631E+00     1.39035E+00     1.00000E+00     0.00000E+00     1.00000E+00     0.00000E+00     2.90000E+00     3.25739E-02
   D       0.37550      2.29920     3.10940E+00     1.40254E+00     1.00000E+00     0.00000E+00     9.99996E-01     4.21876E-06     2.90250E+00     3.50717E-02
   D       0.37828      2.29310     3.13250E+00     1.41482E+00     1.00000E+00     0.00000E+00     9.99860E-01     1.39537E-04     2.90422E+00     3.77014E-02
   D       0.38107      2.28691     3.15559E+00     1.42718E+00     1.00000E+00     0.00000E+00     9.99534E-01     4.66026E-04     2.90582E+00     4.04649E-02
   D       0.38386      2.28064     3.17869E+00     1.43958E+00     1.00000E+00     0.00000E+00     9.99016E-01     9.84391E-04     2.90749E+00     4.33600E-02
   D       0.38665      2.27428     3.20179E+00     1.45200E+00     1.00000E+00     0.00000E+00     9.98305E-01     1.69494E-03     2.90931E+00     4.63844E-02
